Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","24/09/2021 09:52 UTC"
"Last updated:","18 June 2021"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=6ijzZj
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:,AFG
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
2011,Afghanistan,AFG,India,IND,9161,619,0,,0,0
2011,Afghanistan,AFG,Indonesia,IDN,476,1649,0,,0,0
2011,Afghanistan,AFG,Ireland,IRL,170,209,0,,0,0
2011,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,840451,421,0,,0,0
2011,Afghanistan,AFG,Italy,ITA,4291,0,0,,0,0
2011,Afghanistan,AFG,Jordan,JOR,15,12,0,,0,0
2011,Afghanistan,AFG,Japan,JPN,40,5,0,,0,0
2011,Afghanistan,AFG,Kazakhstan,KAZ,556,36,0,,0,0
2011,Afghanistan,AFG,Kyrgyzstan,KGZ,418,130,0,,0,0
2011,Afghanistan,AFG,"Rep. of Korea",KOR,9,65,0,,0,0
2011,Afghanistan,AFG,Lebanon,LBN,5,14,0,,0,0
2011,Afghanistan,AFG,"Sri Lanka",LKA,0,6,0,,0,0
2011,Afghanistan,AFG,Lithuania,LTU,114,19,0,,0,0
2011,Afghanistan,AFG,Latvia,LVA,26,14,0,,0,0
2011,Afghanistan,AFG,"North Macedonia",MKD,0,207,0,,0,0
2011,Afghanistan,AFG,"Rep. of Moldova",MDA,21,0,0,,0,0
2011,Afghanistan,AFG,Mexico,MEX,5,0,0,,0,0
2011,Afghanistan,AFG,Malaysia,MYS,341,95,0,,0,0
2011,Afghanistan,AFG,Morocco,MAR,8,0,0,,0,0
2011,Afghanistan,AFG,Netherlands,NLD,5697,1473,0,,0,0
2011,Afghanistan,AFG,Norway,NOR,5733,1678,0,,0,0
2011,Afghanistan,AFG,"New Zealand",NZL,44,15,0,,0,0
2011,Afghanistan,AFG,Pakistan,PAK,1701945,1543,0,,0,0
2011,Afghanistan,AFG,Panama,PAN,0,5,0,,0,0
2011,Afghanistan,AFG,Poland,POL,68,34,0,,0,0
2011,Afghanistan,AFG,Portugal,PRT,5,5,0,,0,0
2011,Afghanistan,AFG,Romania,ROU,91,57,0,,0,0
2011,Afghanistan,AFG,"South Africa",ZAF,18,0,0,,0,0
2011,Afghanistan,AFG,"Russian Federation",RUS,1687,397,0,,0,0
2011,Afghanistan,AFG,"Saudi Arabia",SAU,0,7,0,,0,0
2011,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,173,0,,0,0
2011,Afghanistan,AFG,Spain,ESP,62,0,0,,0,0
2011,Afghanistan,AFG,Slovakia,SVK,175,0,0,,0,6
2011,Afghanistan,AFG,Slovenia,SVN,8,28,0,,0,0
2011,Afghanistan,AFG,Sweden,SWE,6620,2204,0,,0,0
2011,Afghanistan,AFG,Switzerland,CHE,2127,1369,0,,0,0
2011,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1791,168,0,,0,0
2011,Afghanistan,AFG,Tajikistan,TJK,3270,2011,0,,0,0
2011,Afghanistan,AFG,Turkmenistan,TKM,31,0,0,,0,0
2011,Afghanistan,AFG,Turkey,TUR,2682,2395,0,,0,0
2011,Afghanistan,AFG,"United Arab Emirates",ARE,0,6,0,,0,0
2011,Afghanistan,AFG,Ukraine,UKR,1457,1494,0,,0,0
2011,Afghanistan,AFG,"United States of America",USA,1103,107,0,,0,0
2011,Afghanistan,AFG,Uzbekistan,UZB,211,0,0,,0,0
2011,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2012,Afghanistan,AFG,Afghanistan,AFG,0,0,486298,,0,879376
2012,Afghanistan,AFG,Egypt,EGY,0,9,0,,0,0
2012,Afghanistan,AFG,Australia,AUS,7192,1074,0,,0,0
2012,Afghanistan,AFG,Austria,AUT,10158,6203,0,,0,0
2012,Afghanistan,AFG,Azerbaijan,AZE,576,82,0,,0,0
2012,Afghanistan,AFG,Belgium,BEL,1267,1911,0,,0,0
2012,Afghanistan,AFG,Belarus,BLR,409,40,0,,0,0
2012,Afghanistan,AFG,Brazil,BRA,28,0,0,,0,0
2012,Afghanistan,AFG,Bulgaria,BGR,368,0,0,,0,0
2012,Afghanistan,AFG,Canada,CAN,2609,411,0,,0,0
2012,Afghanistan,AFG,China,CHN,7,0,0,,0,0
2012,Afghanistan,AFG,Chile,CHL,12,0,0,,0,0
2012,Afghanistan,AFG,Cyprus,CYP,7,50,0,,0,0
2012,Afghanistan,AFG,Czechia,CZE,241,14,0,,0,0
2012,Afghanistan,AFG,Denmark,DNK,2515,361,0,,0,0
2012,Afghanistan,AFG,Ecuador,ECU,113,5,0,,0,0
2012,Afghanistan,AFG,Estonia,EST,14,0,0,,0,0
2012,Afghanistan,AFG,Fiji,FJI,0,7,0,,0,0
2012,Afghanistan,AFG,Finland,FIN,1137,155,0,,0,0
2012,Afghanistan,AFG,France,FRA,2590,595,0,,0,0
2012,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,9845,1262,0,,0,0
2012,Afghanistan,AFG,Georgia,GEO,5,0,0,,0,0
2012,Afghanistan,AFG,Germany,DEU,31746,14357,0,,0,0
2012,Afghanistan,AFG,Greece,GRC,343,0,0,,0,0
2012,Afghanistan,AFG,"China, Hong Kong SAR",HKG,7,5,0,,0,0
2012,Afghanistan,AFG,Croatia,HRV,19,128,0,,0,0
2012,Afghanistan,AFG,Hungary,HUN,1131,0,0,,0,0
2012,Afghanistan,AFG,Iceland,ISL,6,11,0,,0,0
2012,Afghanistan,AFG,"Cote d'Ivoire",CIV,13,0,0,,0,0
2012,Afghanistan,AFG,India,IND,9633,571,0,,0,0
2012,Afghanistan,AFG,Indonesia,IDN,890,2995,0,,0,0
2012,Afghanistan,AFG,Ireland,IRL,181,210,0,,0,0
2012,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,824087,13,0,,0,0
2012,Afghanistan,AFG,Iraq,IRQ,0,33,0,,0,0
2012,Afghanistan,AFG,Italy,ITA,5058,1162,0,,0,0
2012,Afghanistan,AFG,Jordan,JOR,12,12,0,,0,0
2012,Afghanistan,AFG,Japan,JPN,34,0,0,,0,0
2012,Afghanistan,AFG,Kazakhstan,KAZ,525,35,0,,0,0
2012,Afghanistan,AFG,Kyrgyzstan,KGZ,377,150,0,,0,0
2012,Afghanistan,AFG,"Rep. of Korea",KOR,10,22,0,,0,0
2012,Afghanistan,AFG,Lebanon,LBN,12,16,0,,0,0
2012,Afghanistan,AFG,"Sri Lanka",LKA,5,0,0,,0,0
2012,Afghanistan,AFG,Lithuania,LTU,136,16,0,,0,0
2012,Afghanistan,AFG,Latvia,LVA,28,5,0,,0,0
2012,Afghanistan,AFG,"North Macedonia",MKD,0,216,0,,0,0
2012,Afghanistan,AFG,"Rep. of Moldova",MDA,14,0,0,,0,0
2012,Afghanistan,AFG,Mexico,MEX,0,6,0,,0,0
2012,Afghanistan,AFG,Malaysia,MYS,349,115,0,,0,0
2012,Afghanistan,AFG,Mongolia,MNG,0,5,0,,0,0
2012,Afghanistan,AFG,Netherlands,NLD,6126,1473,0,,0,0
2012,Afghanistan,AFG,Norway,NOR,5984,958,0,,0,0
2012,Afghanistan,AFG,Nauru,NRU,0,66,0,,0,0
2012,Afghanistan,AFG,"New Zealand",NZL,29,16,0,,0,0
2012,Afghanistan,AFG,Pakistan,PAK,1637740,3220,0,,0,0
2012,Afghanistan,AFG,Philippines,PHL,5,0,0,,0,0
2012,Afghanistan,AFG,"Papua New Guinea",PNG,0,13,0,,0,0
2012,Afghanistan,AFG,Poland,POL,72,72,0,,0,0
2012,Afghanistan,AFG,Portugal,PRT,6,5,0,,0,0
2012,Afghanistan,AFG,Romania,ROU,125,0,0,,0,0
2012,Afghanistan,AFG,"South Africa",ZAF,20,0,0,,0,0
2012,Afghanistan,AFG,"Russian Federation",RUS,1300,348,0,,0,1092
2012,Afghanistan,AFG,"Saudi Arabia",SAU,0,7,0,,0,0
2012,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,81,0,,0,0
2012,Afghanistan,AFG,Spain,ESP,92,35,0,,0,0
2012,Afghanistan,AFG,Slovakia,SVK,209,0,0,,0,0
2012,Afghanistan,AFG,Slovenia,SVN,18,18,0,,0,0
2012,Afghanistan,AFG,Sweden,SWE,8454,2353,0,,0,0
2012,Afghanistan,AFG,Switzerland,CHE,2099,2228,0,,0,0
2012,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1737,192,0,,0,0
2012,Afghanistan,AFG,Thailand,THA,0,8,0,,0,0
2012,Afghanistan,AFG,Tajikistan,TJK,2196,2122,0,,0,0
2012,Afghanistan,AFG,Turkmenistan,TKM,19,0,0,,0,0
2012,Afghanistan,AFG,Turkey,TUR,3517,14586,0,,0,0
2012,Afghanistan,AFG,"United Arab Emirates",ARE,0,6,0,,0,0
2012,Afghanistan,AFG,Ukraine,UKR,1480,2105,0,,0,0
2012,Afghanistan,AFG,"United States of America",USA,1017,130,0,,0,0
2012,Afghanistan,AFG,Uzbekistan,UZB,173,0,0,,0,0
2012,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2013,Afghanistan,AFG,Afghanistan,AFG,0,0,631286,,0,275486
2013,Afghanistan,AFG,Egypt,EGY,0,29,0,,0,0
2013,Afghanistan,AFG,Australia,AUS,8368,939,0,,0,0
2013,Afghanistan,AFG,Austria,AUT,11906,6248,0,,0,0
2013,Afghanistan,AFG,Azerbaijan,AZE,603,164,0,,0,0
2013,Afghanistan,AFG,Belgium,BEL,4328,580,0,,0,0
2013,Afghanistan,AFG,Belarus,BLR,405,39,0,,0,0
2013,Afghanistan,AFG,Brazil,BRA,41,7,0,,0,0
2013,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,0,6,0,,0,0
2013,Afghanistan,AFG,Bulgaria,BGR,268,584,0,,0,0
2013,Afghanistan,AFG,Canada,CAN,2700,385,0,,0,0
2013,Afghanistan,AFG,China,CHN,7,0,0,,0,0
2013,Afghanistan,AFG,Chile,CHL,14,0,0,,0,0
2013,Afghanistan,AFG,Cyprus,CYP,7,23,0,,0,0
2013,Afghanistan,AFG,Czechia,CZE,238,10,0,,0,0
2013,Afghanistan,AFG,Denmark,DNK,2139,209,0,,0,0
2013,Afghanistan,AFG,Ecuador,ECU,112,5,0,,0,0
2013,Afghanistan,AFG,Estonia,EST,15,0,0,,0,0
2013,Afghanistan,AFG,Fiji,FJI,0,7,0,,0,0
2013,Afghanistan,AFG,Finland,FIN,1357,90,0,,0,0
2013,Afghanistan,AFG,France,FRA,3213,601,0,,0,0
2013,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,9166,1430,0,,0,0
2013,Afghanistan,AFG,Georgia,GEO,5,0,0,,0,0
2013,Afghanistan,AFG,Germany,DEU,24203,16148,0,,0,0
2013,Afghanistan,AFG,Greece,GRC,632,3393,0,,0,0
2013,Afghanistan,AFG,"China, Hong Kong SAR",HKG,5,5,0,,0,0
2013,Afghanistan,AFG,Croatia,HRV,20,11,0,,0,0
2013,Afghanistan,AFG,Hungary,HUN,749,697,0,,0,0
2013,Afghanistan,AFG,Iceland,ISL,6,15,0,,0,0
2013,Afghanistan,AFG,India,IND,10328,1049,0,,0,0
2013,Afghanistan,AFG,Indonesia,IDN,1128,2806,0,,0,0
2013,Afghanistan,AFG,Ireland,IRL,129,173,0,,0,0
2013,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,814015,37,0,,0,0
2013,Afghanistan,AFG,Iraq,IRQ,5,123,0,,0,0
2013,Afghanistan,AFG,Italy,ITA,6657,1024,0,,0,0
2013,Afghanistan,AFG,Jordan,JOR,7,12,0,,0,0
2013,Afghanistan,AFG,Japan,JPN,34,0,0,,0,0
2013,Afghanistan,AFG,Kazakhstan,KAZ,537,32,0,,0,0
2013,Afghanistan,AFG,Kenya,KEN,5,0,0,,0,0
2013,Afghanistan,AFG,Kyrgyzstan,KGZ,405,147,0,,0,0
2013,Afghanistan,AFG,"Rep. of Korea",KOR,10,18,0,,0,0
2013,Afghanistan,AFG,Lebanon,LBN,16,14,0,,0,5
2013,Afghanistan,AFG,"Sri Lanka",LKA,0,23,0,,0,0
2013,Afghanistan,AFG,Lithuania,LTU,154,24,0,,0,0
2013,Afghanistan,AFG,Luxembourg,LUX,27,7,0,,0,0
2013,Afghanistan,AFG,Latvia,LVA,28,0,0,,0,0
2013,Afghanistan,AFG,"North Macedonia",MKD,0,361,0,,0,0
2013,Afghanistan,AFG,"Rep. of Moldova",MDA,10,12,0,,0,0
2013,Afghanistan,AFG,Mexico,MEX,0,6,0,,0,0
2013,Afghanistan,AFG,Malaysia,MYS,187,138,0,,0,0
2013,Afghanistan,AFG,Nepal,NPL,0,14,0,,0,0
2013,Afghanistan,AFG,Netherlands,NLD,6269,0,0,,0,0
2013,Afghanistan,AFG,Nigeria,NGA,5,0,0,,0,0
2013,Afghanistan,AFG,Norway,NOR,5523,659,0,,0,0
2013,Afghanistan,AFG,Nauru,NRU,0,72,0,,0,0
2013,Afghanistan,AFG,"New Zealand",NZL,32,0,0,,0,0
2013,Afghanistan,AFG,Pakistan,PAK,1615876,5323,0,,0,0
2013,Afghanistan,AFG,Panama,PAN,0,9,0,,0,0
2013,Afghanistan,AFG,Philippines,PHL,5,0,0,,0,0
2013,Afghanistan,AFG,"Papua New Guinea",PNG,0,51,0,,0,0
2013,Afghanistan,AFG,Poland,POL,88,49,0,,0,0
2013,Afghanistan,AFG,Portugal,PRT,9,0,0,,0,0
2013,Afghanistan,AFG,Romania,ROU,106,19,0,,0,0
2013,Afghanistan,AFG,"South Africa",ZAF,20,0,0,,0,0
2013,Afghanistan,AFG,"Russian Federation",RUS,1117,209,0,,0,247
2013,Afghanistan,AFG,"Saudi Arabia",SAU,0,7,0,,0,0
2013,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,21,0,,0,0
2013,Afghanistan,AFG,Spain,ESP,114,78,0,,0,0
2013,Afghanistan,AFG,Slovakia,SVK,225,0,0,,0,79
2013,Afghanistan,AFG,Slovenia,SVN,22,5,0,,0,0
2013,Afghanistan,AFG,Sweden,SWE,10499,1698,0,,0,0
2013,Afghanistan,AFG,Switzerland,CHE,2578,2190,0,,0,0
2013,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1141,158,0,,0,0
2013,Afghanistan,AFG,Thailand,THA,8,10,0,,0,0
2013,Afghanistan,AFG,Tajikistan,TJK,2004,2253,0,,0,0
2013,Afghanistan,AFG,Turkmenistan,TKM,19,0,0,,0,0
2013,Afghanistan,AFG,Turkey,TUR,3926,22330,0,,0,0
2013,Afghanistan,AFG,Ukraine,UKR,1494,2260,0,,0,0
2013,Afghanistan,AFG,"United States of America",USA,1071,238,0,,0,0
2013,Afghanistan,AFG,Uzbekistan,UZB,138,0,0,,0,0
2013,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2014,Afghanistan,AFG,Afghanistan,AFG,0,0,805409,,0,201284
2014,Afghanistan,AFG,Egypt,EGY,0,25,0,,0,0
2014,Afghanistan,AFG,Argentina,ARG,5,0,0,,0,0
2014,Afghanistan,AFG,Australia,AUS,7675,1347,0,,0,0
2014,Afghanistan,AFG,Austria,AUT,14793,0,0,,0,0
2014,Afghanistan,AFG,Azerbaijan,AZE,618,160,0,,0,0
2014,Afghanistan,AFG,Belgium,BEL,5038,765,0,,0,0
2014,Afghanistan,AFG,Belarus,BLR,399,20,0,,0,0
2014,Afghanistan,AFG,Brazil,BRA,52,18,0,,0,0
2014,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,0,7,0,,0,0
2014,Afghanistan,AFG,Bulgaria,BGR,212,2633,0,,0,0
2014,Afghanistan,AFG,Canada,CAN,2704,190,0,,0,0
2014,Afghanistan,AFG,China,CHN,7,0,0,,0,0
2014,Afghanistan,AFG,Chile,CHL,14,0,0,,0,0
2014,Afghanistan,AFG,Cuba,CUB,5,6,0,,0,0
2014,Afghanistan,AFG,Cyprus,CYP,7,13,0,,0,0
2014,Afghanistan,AFG,Czechia,CZE,228,7,0,,0,0
2014,Afghanistan,AFG,Denmark,DNK,2130,144,0,,0,0
2014,Afghanistan,AFG,"Dominican Rep.",DOM,0,5,0,,0,0
2014,Afghanistan,AFG,Ecuador,ECU,112,0,0,,0,0
2014,Afghanistan,AFG,Estonia,EST,15,0,0,,0,0
2014,Afghanistan,AFG,Fiji,FJI,7,0,0,,0,0
2014,Afghanistan,AFG,Finland,FIN,1443,133,0,,0,0
2014,Afghanistan,AFG,France,FRA,3838,424,0,,0,0
2014,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,9054,1894,0,,0,0
2014,Afghanistan,AFG,Georgia,GEO,5,10,0,,0,0
2014,Afghanistan,AFG,Germany,DEU,27814,19023,0,,0,0
2014,Afghanistan,AFG,Greece,GRC,1451,774,0,,0,0
2014,Afghanistan,AFG,"China, Hong Kong SAR",HKG,5,5,0,,0,0
2014,Afghanistan,AFG,Croatia,HRV,21,6,0,,0,0
2014,Afghanistan,AFG,Hungary,HUN,819,2623,0,,0,0
2014,Afghanistan,AFG,Iceland,ISL,11,10,0,,0,0
2014,Afghanistan,AFG,India,IND,10395,1305,0,,0,0
2014,Afghanistan,AFG,Indonesia,IDN,1681,4174,0,,0,0
2014,Afghanistan,AFG,Ireland,IRL,158,129,0,,0,0
2014,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,950000,33,0,,0,0
2014,Afghanistan,AFG,Iraq,IRQ,5,131,0,,0,0
2014,Afghanistan,AFG,Italy,ITA,8991,1778,0,,0,0
2014,Afghanistan,AFG,Jordan,JOR,8,11,0,,0,0
2014,Afghanistan,AFG,Japan,JPN,34,14,0,,0,0
2014,Afghanistan,AFG,Kazakhstan,KAZ,578,24,0,,0,0
2014,Afghanistan,AFG,Kenya,KEN,5,0,0,,0,0
2014,Afghanistan,AFG,Kyrgyzstan,KGZ,386,133,0,,0,0
2014,Afghanistan,AFG,"Rep. of Korea",KOR,16,33,0,,0,0
2014,Afghanistan,AFG,Lebanon,LBN,19,19,0,,0,0
2014,Afghanistan,AFG,"Sri Lanka",LKA,34,88,0,,0,0
2014,Afghanistan,AFG,Lithuania,LTU,186,46,0,,0,0
2014,Afghanistan,AFG,Luxembourg,LUX,35,17,0,,0,0
2014,Afghanistan,AFG,Latvia,LVA,28,12,0,,0,0
2014,Afghanistan,AFG,"North Macedonia",MKD,0,558,0,,0,0
2014,Afghanistan,AFG,"Rep. of Moldova",MDA,18,5,0,,0,0
2014,Afghanistan,AFG,Mexico,MEX,0,6,0,,0,0
2014,Afghanistan,AFG,Malaysia,MYS,184,212,0,,0,0
2014,Afghanistan,AFG,Nepal,NPL,16,51,0,,0,0
2014,Afghanistan,AFG,Netherlands,NLD,6244,299,0,,0,0
2014,Afghanistan,AFG,Nigeria,NGA,5,0,0,,0,0
2014,Afghanistan,AFG,Norway,NOR,5454,552,0,,0,0
2014,Afghanistan,AFG,Nauru,NRU,29,52,0,,0,0
2014,Afghanistan,AFG,"New Zealand",NZL,36,0,0,,0,0
2014,Afghanistan,AFG,Pakistan,PAK,1504912,5460,0,,0,0
2014,Afghanistan,AFG,Panama,PAN,0,8,0,,0,0
2014,Afghanistan,AFG,Philippines,PHL,5,0,0,,0,0
2014,Afghanistan,AFG,"Papua New Guinea",PNG,27,69,0,,0,0
2014,Afghanistan,AFG,Poland,POL,93,5,0,,0,0
2014,Afghanistan,AFG,Portugal,PRT,10,0,0,,0,0
2014,Afghanistan,AFG,Romania,ROU,120,39,0,,0,0
2014,Afghanistan,AFG,"South Africa",ZAF,10,5,0,,0,0
2014,Afghanistan,AFG,"Russian Federation",RUS,1104,195,0,,0,0
2014,Afghanistan,AFG,Rwanda,RWA,6,0,0,,0,0
2014,Afghanistan,AFG,"Saudi Arabia",SAU,0,7,0,,0,0
2014,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,58,0,,0,0
2014,Afghanistan,AFG,Senegal,SEN,0,9,0,,0,0
2014,Afghanistan,AFG,Spain,ESP,144,131,0,,0,0
2014,Afghanistan,AFG,Slovakia,SVK,278,0,0,,0,0
2014,Afghanistan,AFG,Slovenia,SVN,23,11,0,,0,0
2014,Afghanistan,AFG,Sweden,SWE,12090,2263,0,,0,0
2014,Afghanistan,AFG,Switzerland,CHE,4119,887,0,,0,0
2014,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1214,251,0,,0,0
2014,Afghanistan,AFG,Thailand,THA,8,45,0,,0,0
2014,Afghanistan,AFG,Tajikistan,TJK,1975,123,0,,0,77
2014,Afghanistan,AFG,Turkmenistan,TKM,19,0,0,,0,0
2014,Afghanistan,AFG,Turkey,TUR,4188,33108,0,,0,0
2014,Afghanistan,AFG,"United Arab Emirates",ARE,5,0,0,,0,0
2014,Afghanistan,AFG,Ukraine,UKR,1544,2397,0,,0,0
2014,Afghanistan,AFG,"United States of America",USA,1210,412,0,,0,0
2014,Afghanistan,AFG,Uzbekistan,UZB,123,0,0,,0,0
2014,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2015,Afghanistan,AFG,Afghanistan,AFG,0,0,1174306,,0,150317
2015,Afghanistan,AFG,Egypt,EGY,0,33,0,,0,0
2015,Afghanistan,AFG,Argentina,ARG,5,0,0,,0,0
2015,Afghanistan,AFG,Australia,AUS,7785,1422,0,,0,0
2015,Afghanistan,AFG,Austria,AUT,17458,24267,0,,0,0
2015,Afghanistan,AFG,Azerbaijan,AZE,602,134,0,,0,0
2015,Afghanistan,AFG,Belgium,BEL,2934,1643,0,,0,0
2015,Afghanistan,AFG,Belarus,BLR,403,5,0,,0,0
2015,Afghanistan,AFG,Brazil,BRA,76,43,0,,0,0
2015,Afghanistan,AFG,Bulgaria,BGR,197,3241,0,,0,0
2015,Afghanistan,AFG,Canada,CAN,2890,368,0,,0,0
2015,Afghanistan,AFG,China,CHN,7,0,0,,0,0
2015,Afghanistan,AFG,Chile,CHL,14,0,0,,0,0
2015,Afghanistan,AFG,Colombia,COL,5,5,0,,0,0
2015,Afghanistan,AFG,Cuba,CUB,14,23,0,,0,0
2015,Afghanistan,AFG,Cyprus,CYP,7,14,0,,0,0
2015,Afghanistan,AFG,Czechia,CZE,234,6,0,,0,0
2015,Afghanistan,AFG,Denmark,DNK,2166,217,0,,0,0
2015,Afghanistan,AFG,"Dominican Rep.",DOM,5,0,0,,0,0
2015,Afghanistan,AFG,Ecuador,ECU,112,0,0,,0,0
2015,Afghanistan,AFG,Estonia,EST,16,5,0,,0,0
2015,Afghanistan,AFG,Fiji,FJI,7,0,0,,0,0
2015,Afghanistan,AFG,Finland,FIN,1406,3217,0,,0,0
2015,Afghanistan,AFG,France,FRA,4397,2110,0,,0,0
2015,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,9354,2536,0,,0,0
2015,Afghanistan,AFG,Georgia,GEO,5,6,0,,0,0
2015,Afghanistan,AFG,Germany,DEU,30026,42602,0,,0,0
2015,Afghanistan,AFG,Greece,GRC,5223,587,0,,0,0
2015,Afghanistan,AFG,"China, Hong Kong SAR",HKG,0,8,0,,0,0
2015,Afghanistan,AFG,Croatia,HRV,22,0,0,,0,0
2015,Afghanistan,AFG,Hungary,HUN,942,8469,0,,0,0
2015,Afghanistan,AFG,Iceland,ISL,12,21,0,,0,0
2015,Afghanistan,AFG,India,IND,10196,2728,0,,0,0
2015,Afghanistan,AFG,Indonesia,IDN,2890,3782,0,,0,0
2015,Afghanistan,AFG,Ireland,IRL,182,162,0,,0,0
2015,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,951142,33,0,,0,0
2015,Afghanistan,AFG,Iraq,IRQ,9,133,0,,0,0
2015,Afghanistan,AFG,Italy,ITA,12203,2690,0,,0,0
2015,Afghanistan,AFG,Jordan,JOR,8,9,0,,0,0
2015,Afghanistan,AFG,Japan,JPN,40,14,0,,0,0
2015,Afghanistan,AFG,Kazakhstan,KAZ,644,49,0,,0,0
2015,Afghanistan,AFG,Kenya,KEN,5,0,0,,0,0
2015,Afghanistan,AFG,Kyrgyzstan,KGZ,258,118,0,,0,0
2015,Afghanistan,AFG,"Rep. of Korea",KOR,32,20,0,,0,0
2015,Afghanistan,AFG,Lebanon,LBN,20,13,0,,0,0
2015,Afghanistan,AFG,Liechtenstein,LIE,0,7,0,,0,0
2015,Afghanistan,AFG,"Sri Lanka",LKA,124,107,0,,0,0
2015,Afghanistan,AFG,Lithuania,LTU,199,15,0,,0,0
2015,Afghanistan,AFG,Luxembourg,LUX,37,221,0,,0,0
2015,Afghanistan,AFG,Latvia,LVA,36,33,0,,0,0
2015,Afghanistan,AFG,"Rep. of Moldova",MDA,17,9,0,,0,0
2015,Afghanistan,AFG,Mexico,MEX,0,6,0,,0,0
2015,Afghanistan,AFG,Malaysia,MYS,173,336,0,,0,0
2015,Afghanistan,AFG,Mongolia,MNG,5,0,0,,0,0
2015,Afghanistan,AFG,Nepal,NPL,69,0,0,,0,0
2015,Afghanistan,AFG,Netherlands,NLD,5803,2360,0,,0,0
2015,Afghanistan,AFG,Nigeria,NGA,5,0,0,,0,0
2015,Afghanistan,AFG,Norway,NOR,5684,6076,0,,0,0
2015,Afghanistan,AFG,Nauru,NRU,41,7,0,,0,0
2015,Afghanistan,AFG,"New Zealand",NZL,38,7,0,,0,0
2015,Afghanistan,AFG,Pakistan,PAK,1560592,6358,0,,0,0
2015,Afghanistan,AFG,Panama,PAN,0,8,0,,0,0
2015,Afghanistan,AFG,Philippines,PHL,5,0,0,,0,0
2015,Afghanistan,AFG,"Papua New Guinea",PNG,27,7,0,,0,0
2015,Afghanistan,AFG,Poland,POL,93,9,0,,0,0
2015,Afghanistan,AFG,Portugal,PRT,11,0,0,,0,0
2015,Afghanistan,AFG,Romania,ROU,141,41,0,,0,0
2015,Afghanistan,AFG,"South Africa",ZAF,10,5,0,,0,0
2015,Afghanistan,AFG,"Russian Federation",RUS,945,291,0,,0,0
2015,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,0,35,0,,0,0
2015,Afghanistan,AFG,Senegal,SEN,0,9,0,,0,0
2015,Afghanistan,AFG,Spain,ESP,194,115,0,,0,0
2015,Afghanistan,AFG,Sudan,SDN,6,0,0,,0,0
2015,Afghanistan,AFG,Slovakia,SVK,279,0,0,,0,0
2015,Afghanistan,AFG,Slovenia,SVN,22,16,0,,0,0
2015,Afghanistan,AFG,Sweden,SWE,13064,40614,0,,0,0
2015,Afghanistan,AFG,Switzerland,CHE,4686,7243,0,,0,0
2015,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1213,274,0,,0,0
2015,Afghanistan,AFG,Thailand,THA,16,48,0,,0,0
2015,Afghanistan,AFG,Tajikistan,TJK,1950,286,0,,0,52
2015,Afghanistan,AFG,Turkmenistan,TKM,18,0,0,,0,0
2015,Afghanistan,AFG,Turkey,TUR,3846,90156,0,,0,0
2015,Afghanistan,AFG,Ukraine,UKR,1520,2821,0,,0,0
2015,Afghanistan,AFG,"United States of America",USA,1361,609,0,,0,0
